label,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
a,0.371550977230072,0.7730646133422852,-1.4111723203313886e-06,0.24188661575317383,0.7374776601791382,-0.06560449302196503,0.12065017223358154,0.5370679497718811,-0.08006151765584946,0.07748976349830627,0.3344234526157379,-0.09236320853233337,0.0767354965209961,0.18883267045021057,-0.08659379929304123,0.18040001392364502,0.351542204618454,-0.0006789756589569151,0.1517132967710495,0.2507973313331604,-0.07365059107542038,0.1793895661830902,0.4148574471473694,-0.09549088776111603,0.19813618063926697,0.440445214509964,-0.10024562478065491,0.27345967292785645,0.341338574886322,0.004287575371563435,0.2457517832517624,0.2578290104866028,-0.07079020142555237,0.2558096945285797,0.4565519094467163,-0.06415466964244843,0.2688188850879669,0.4444660544395447,-0.03858419880270958,0.36546897888183594,0.34916675090789795,-0.010455572046339512,0.3460093140602112,0.26584726572036743,-0.09470455348491669,0.339884877204895,0.4549892842769623,-0.054225124418735504,0.3507460355758667,0.4594144821166992,-0.0037398305721580982,0.45887380838394165,0.3638572692871094,-0.03234536200761795,0.4395875036716461,0.29999682307243347,-0.07837192714214325,0.4177725315093994,0.43312808871269226,-0.05034276470541954,0.4195539653301239,0.4604077935218811,-0.015708066523075104
a,0.5581783056259155,0.7486737966537476,-1.3182458360461169e-06,0.4324769675731659,0.6908835768699646,-0.06959100067615509,0.3215116858482361,0.5031760931015015,-0.09053537249565125,0.2825201749801636,0.30562397837638855,-0.10840826481580734,0.29269540309906006,0.15478241443634033,-0.10832185298204422,0.3787379264831543,0.3142499029636383,0.0012710257433354855,0.36744046211242676,0.21258850395679474,-0.06826457381248474,0.39010801911354065,0.3757079243659973,-0.09185740351676941,0.4038580060005188,0.4089869260787964,-0.09907542169094086,0.46975287795066833,0.3053601384162903,0.008401643484830856,0.4550734758377075,0.22599200904369354,-0.06359221041202545,0.4600650370121002,0.419598251581192,-0.061745937913656235,0.4697272777557373,0.41671761870384216,-0.04172918573021889,0.5587844848632812,0.319050669670105,-0.004003727808594704,0.5543107986450195,0.23630322515964508,-0.08423144370317459,0.5410051345825195,0.4195007085800171,-0.049524594098329544,0.5467130541801453,0.43459486961364746,-0.004585753194987774,0.649044394493103,0.3425445854663849,-0.023648465052247047,0.6391686201095581,0.27580544352531433,-0.0668330043554306,0.6125420331954956,0.4012559652328491,-0.042109109461307526,0.6069574356079102,0.43206945061683655,-0.011057678610086441
a,0.8384869694709778,0.679399847984314,-1.2282564512133831e-06,0.7093050479888916,0.609647274017334,-0.06278113275766373,0.5995321273803711,0.44921010732650757,-0.08194354921579361,0.5592156648635864,0.26135775446891785,-0.09983543306589127,0.5670069456100464,0.12271057069301605,-0.09971769899129868,0.6560528874397278,0.27208757400512695,0.01720144972205162,0.6476682424545288,0.16737580299377441,-0.047971129417419434,0.6707804203033447,0.32169973850250244,-0.0719745084643364,0.6796647310256958,0.3406533896923065,-0.07995936274528503,0.7428094148635864,0.2614092230796814,0.023936117067933083,0.7327136397361755,0.17324262857437134,-0.04741048440337181,0.7381504774093628,0.36068791151046753,-0.05196448042988777,0.736626148223877,0.3497002124786377,-0.03676025941967964,0.8268390893936157,0.2657052278518677,0.012190003879368305,0.8273617625236511,0.17030702531337738,-0.06423923373222351,0.8164425492286682,0.3451976180076599,-0.034894805401563644,0.8156316876411438,0.35869744420051575,0.005757110193371773,0.9121155738830566,0.2755367159843445,-0.006107730325311422,0.9106841087341309,0.19739161431789398,-0.04338294640183449,0.884415864944458,0.31702128052711487,-0.019958294928073883,0.8736211061477661,0.35058271884918213,0.009287053719162941
a,0.21460400521755219,0.5476635098457336,-7.27988037851901e-07,0.15167678892612457,0.5365462899208069,-0.01726878248155117,0.09302520751953125,0.4450361132621765,-0.01922173611819744,0.07650153338909149,0.3557419776916504,-0.022144552320241928,0.07333461940288544,0.2926010489463806,-0.019723059609532356,0.12618669867515564,0.3594614565372467,-0.0009585312800481915,0.09528382867574692,0.3231760561466217,-0.03120226226747036,0.1095256507396698,0.3934730291366577,-0.041632529348134995,0.12613128125667572,0.41846805810928345,-0.0437927208840847,0.1669977754354477,0.3542138636112213,-0.003923031035810709,0.13627924025058746,0.32637906074523926,-0.03304986655712128,0.1469421237707138,0.4079345762729645,-0.02924148552119732,0.1624143421649933,0.4221467971801758,-0.018904609605669975,0.2084909975528717,0.35891586542129517,-0.013677789829671383,0.18143121898174286,0.3299004137516022,-0.047013118863105774,0.18609562516212463,0.41191166639328003,-0.029358750209212303,0.19881875813007355,0.4322558343410492,-0.008658859878778458,0.25189629197120667,0.36887669563293457,-0.025256088003516197,0.22438961267471313,0.34032142162323,-0.045385900884866714,0.22015616297721863,0.3989885449409485,-0.03326358273625374,0.22869795560836792,0.4208633601665497,-0.018678462132811546
a,0.48041412234306335,0.5540275573730469,-6.198654318723129e-07,0.4129619598388672,0.5372154712677002,-0.022139020264148712,0.35621410608291626,0.46439847350120544,-0.027285518124699593,0.337613970041275,0.3792386054992676,-0.03347496688365936,0.3407445549964905,0.31626319885253906,-0.03337938338518143,0.3830741345882416,0.3834573030471802,0.00763888331130147,0.36780983209609985,0.3399161994457245,-0.023401562124490738,0.38145333528518677,0.40784427523612976,-0.03506097570061684,0.3905456066131592,0.4225158095359802,-0.03852555900812149,0.42121025919914246,0.3743255138397217,0.006170378532260656,0.4056151509284973,0.3385990858078003,-0.02624753676354885,0.4149610996246338,0.4195820987224579,-0.02650369703769684,0.42345982789993286,0.4222662150859833,-0.0178523026406765,0.45987698435783386,0.373356431722641,-0.003331740153953433,0.4474354088306427,0.3379756808280945,-0.03880758211016655,0.4504746198654175,0.41834375262260437,-0.023195963352918625,0.45813387632369995,0.4292583167552948,-0.0025143472012132406,0.5012844800949097,0.3767547011375427,-0.015427326783537865,0.4859619736671448,0.3447790741920471,-0.03319432958960533,0.4819135069847107,0.40053972601890564,-0.020335810258984566,0.4876324534416199,0.4176534116268158,-0.005136130843311548
a,0.833004891872406,0.5335878729820251,-5.655273298543761e-07,0.774975597858429,0.5067726373672485,-0.02832707390189171,0.7222023606300354,0.43401965498924255,-0.03674513101577759,0.7022140026092529,0.3553605377674103,-0.04459932819008827,0.7061907052993774,0.2950472831726074,-0.044824812561273575,0.7504963874816895,0.35212451219558716,0.0036261810455471277,0.7395253777503967,0.3143520653247833,-0.024928798899054527,0.7508128881454468,0.38222455978393555,-0.033985454589128494,0.7576926350593567,0.3902605473995209,-0.03602961078286171,0.7887654900550842,0.34413033723831177,0.006046670489013195,0.7804445624351501,0.3178870379924774,-0.024300402030348778,0.7854399085044861,0.3967149555683136,-0.023738015443086624,0.7889876961708069,0.3898974061012268,-0.015245302580296993,0.8265010714530945,0.34555214643478394,0.00012656212493311614,0.8224950432777405,0.3223174512386322,-0.03404052183032036,0.820353090763092,0.39286911487579346,-0.02197996713221073,0.8236073851585388,0.3918124735355377,-0.004289556294679642,0.8655312061309814,0.34960684180259705,-0.008561138063669205,0.8556259870529175,0.3203035593032837,-0.024874262511730194,0.8469324111938477,0.36468231678009033,-0.015022912062704563,0.8483883142471313,0.3734578490257263,-0.0023539219982922077
a,0.15224406123161316,0.6632111072540283,-8.056068168116326e-07,0.2867469787597656,0.6080000400543213,-0.05970487371087074,0.4016442894935608,0.4289357662200928,-0.0710335224866867,0.4336855411529541,0.23981580138206482,-0.07583910971879959,0.4241594672203064,0.09641844034194946,-0.0675702914595604,0.3438224792480469,0.2575148940086365,-0.024377232417464256,0.36169135570526123,0.1542888730764389,-0.08003202825784683,0.33407044410705566,0.3033430576324463,-0.09558610618114471,0.31731605529785156,0.3449819087982178,-0.09710615873336792,0.2512548267841339,0.23955658078193665,-0.014952387660741806,0.26473379135131836,0.1463816910982132,-0.0824139341711998,0.25238585472106934,0.33005762100219727,-0.08652070164680481,0.24346138536930084,0.36694037914276123,-0.07183355838060379,0.16239824891090393,0.2461334764957428,-0.01667420193552971,0.16836319863796234,0.16575287282466888,-0.09433164447546005,0.17437556385993958,0.35215723514556885,-0.06736468523740768,0.17272576689720154,0.4069996774196625,-0.02781105227768421,0.06874977052211761,0.265348345041275,-0.021768897771835327,0.0783478170633316,0.20184341073036194,-0.07251109182834625,0.10500462353229523,0.32741376757621765,-0.051050815731287,0.11796913295984268,0.37541988492012024,-0.01982099376618862
a,0.40732836723327637,0.6405350565910339,-8.635973358650517e-07,0.540224015712738,0.583583414554596,-0.03940941393375397,0.6447728872299194,0.4088687300682068,-0.04459356144070625,0.6726710796356201,0.2400195300579071,-0.050022903829813004,0.6794535517692566,0.10348597168922424,-0.045591775327920914,0.5966545343399048,0.24114927649497986,-0.0016898603644222021,0.644305944442749,0.15544246137142181,-0.055802274495363235,0.6193147301673889,0.29233771562576294,-0.07116702198982239,0.5864057540893555,0.3527601361274719,-0.06966405361890793,0.5152031779289246,0.2232450246810913,-0.0037138795014470816,0.5704526305198669,0.1483384370803833,-0.06350772082805634,0.5444023609161377,0.32063624262809753,-0.06616044044494629,0.5099857449531555,0.372227281332016,-0.050400953739881516,0.4323693811893463,0.22499679028987885,-0.016885455697774887,0.4825434386730194,0.1569952368736267,-0.09135395288467407,0.4681171476840973,0.33672812581062317,-0.06668566167354584,0.4401676058769226,0.3977373242378235,-0.02783140167593956,0.3396971523761749,0.24018672108650208,-0.0316665954887867,0.4015978276729584,0.17083260416984558,-0.0774407610297203,0.4046097695827484,0.3008197247982025,-0.05057838186621666,0.3831491470336914,0.357042133808136,-0.016121339052915573
a,0.6610854864120483,0.6453325748443604,-9.0734550894922e-07,0.8037024736404419,0.5680556297302246,-0.03345067426562309,0.8999876976013184,0.3899392783641815,-0.036428287625312805,0.9162043929100037,0.21930907666683197,-0.042655445635318756,0.9087246060371399,0.08825196325778961,-0.03992205113172531,0.8335481286048889,0.2401840090751648,0.009155215695500374,0.8759524822235107,0.13268786668777466,-0.04734914377331734,0.8545629382133484,0.27011191844940186,-0.06870459020137787,0.8215833902359009,0.3424886465072632,-0.07021786272525787,0.753900945186615,0.2285596877336502,0.0047162603586912155,0.8019001483917236,0.1345870941877365,-0.05614534392952919,0.7816210985183716,0.3066549003124237,-0.06340254843235016,0.7485600709915161,0.36898472905158997,-0.05050579085946083,0.6724596619606018,0.23387745022773743,-0.01091038342565298,0.7175896763801575,0.13568155467510223,-0.08170445263385773,0.7113709449768066,0.3154367208480835,-0.05619969591498375,0.6860032677650452,0.3912244439125061,-0.016622647643089294,0.5791363716125488,0.25564926862716675,-0.02857162244617939,0.6266736388206482,0.15378986299037933,-0.07134029269218445,0.6432110071182251,0.276088148355484,-0.04344829171895981,0.6353073120117188,0.3459004759788513,-0.007911921478807926
a,0.10377543419599533,0.5481017827987671,-4.066553458415001e-07,0.16925661265850067,0.5297998189926147,-0.025475621223449707,0.225944384932518,0.4489994943141937,-0.02912762016057968,0.23757566511631012,0.3585538864135742,-0.030420148745179176,0.24097099900245667,0.2956464886665344,-0.02616775967180729,0.20173123478889465,0.3819027841091156,-0.009315536357462406,0.2024555802345276,0.3232717514038086,-0.03797237575054169,0.1918354332447052,0.39227256178855896,-0.04690762236714363,0.18929994106292725,0.4220890998840332,-0.04695410281419754,0.15804257988929749,0.3730795681476593,-0.005215092562139034,0.1594696193933487,0.3226962089538574,-0.037688348442316055,0.15378038585186005,0.40754884481430054,-0.03865404427051544,0.15154772996902466,0.43158477544784546,-0.03037487156689167,0.11755875498056412,0.3697306513786316,-0.0070291985757648945,0.11681152135133743,0.324474573135376,-0.044653892517089844,0.11612503975629807,0.4095677435398102,-0.03216095268726349,0.11574272066354752,0.43836158514022827,-0.012777382507920265,0.07451918721199036,0.3683696389198303,-0.010179511271417141,0.08048054575920105,0.3289525508880615,-0.03330128267407417,0.08363903313875198,0.39090225100517273,-0.022394975647330284,0.08337271213531494,0.4191981256008148,-0.006947073619812727
